accuracy,label
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9987531172069826,0
0.9975429975429976,0
0.9981751824817519,0
0.9982142857142857,0
1.0,0
0.9981916817359855,0
1.0,0
1.0,0
0.9982142857142857,0
0.9984756097560976,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
0.9986130374479889,0
0.9975429975429976,0
0.998533724340176,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982547993019197,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9984984984984985,0
0.9975429975429976,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
0.9975429975429976,0
0.9975369458128078,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9967948717948718,1
0.9982517482517482,0
0.998211091234347,0
0.9982142857142857,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
0.9986149584487535,0
1.0,0
1.0,0
1.0,0
0.9984472049689441,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9985228951255539,0
1.0,0
0.9975429975429976,0
0.9987531172069826,0
0.9982142857142857,0
1.0,0
0.998639455782313,0
1.0,0
1.0,0
1.0,0
0.9897084048027445,1
0.9975429975429976,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.998211091234347,0
0.998272884283247,0
0.9982142857142857,0
0.9396551724137931,1
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9934036939313984,1
1.0,0
1.0,0
0.9982142857142857,0
0.9976190476190476,0
1.0,0
0.998211091234347,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9985052316890882,0
1.0,0
0.9967493584260051,1
1.0,0
1.0,0
1.0,0
0.9981916817359855,0
1.0,0
0.9982517482517482,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9984779299847792,0
1.0,0
0.9975429975429976,0
1.0,0
0.9925558312655087,1
1.0,0
0.998639455782313,0
1.0,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9953488372093023,1
1.0,0
0.9914236706689536,1
1.0,0
1.0,0
1.0,0
1.0,0
0.9984472049689441,0
1.0,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
0.9975369458128078,0
0.9982142857142857,0
0.9985358711566618,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9982547993019197,0
1.0,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
0.998211091234347,0
0.9982142857142857,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9975429975429976,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
0.9915134370579916,0
0.9982142857142857,0
0.997003745318352,1
1.0,0
0.9982142857142857,0
1.0,0
0.9988674971687429,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9986149584487535,0
1.0,0
0.9984779299847792,0
1.0,0
0.998211091234347,0
1.0,0
0.9316239316239316,1
0.9982142857142857,0
0.9975429975429976,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9975369458128078,0
0.9982142857142857,0
1.0,0
1.0,0
0.9976190476190476,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9975369458128078,0
0.9975429975429976,0
0.9985358711566618,0
0.9821428571428571,1
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9981949458483754,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
0.9975429975429976,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
0.998272884283247,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9910313901345291,1
0.9985358711566618,0
0.9982142857142857,0
1.0,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9988851727982163,0
1.0,0
0.9984472049689441,0
0.9982142857142857,0
0.9981949458483754,0
0.9982142857142857,0
1.0,0
1.0,0
0.998211091234347,0
0.9975429975429976,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
0.9982547993019197,0
0.9975429975429976,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9984472049689441,0
1.0,0
1.0,0
1.0,0
0.9396551724137931,1
1.0,0
0.9982547993019197,0
1.0,0
0.9982547993019197,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982547993019197,0
0.9986149584487535,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
1.0,0
0.9926362297496318,1
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
1.0,0
0.9986149584487535,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
0.9975369458128078,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.9982547993019197,0
0.9975429975429976,0
0.9975429975429976,0
0.9982142857142857,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
0.9986149584487535,0
0.9982547993019197,0
1.0,0
0.9982142857142857,0
0.998211091234347,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
0.9984472049689441,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9821428571428571,1
1.0,0
1.0,0
0.9909228441754917,0
1.0,0
0.9982142857142857,0
0.9982547993019197,0
1.0,0
0.9982142857142857,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
0.9981916817359855,0
0.9982142857142857,0
0.9396551724137931,1
0.9975369458128078,0
0.9982142857142857,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9987531172069826,0
0.9982142857142857,0
0.998211091234347,0
1.0,0
1.0,0
0.9984779299847792,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9984399375975039,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9986130374479889,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9976190476190476,0
1.0,0
0.998211091234347,0
0.9986149584487535,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9986149584487535,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.998211091234347,0
0.9982142857142857,0
0.9975429975429976,0
0.9975429975429976,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9975369458128078,0
0.9984756097560976,0
0.9986149584487535,0
0.9982142857142857,0
0.9941245593419507,1
0.9982142857142857,0
0.9982142857142857,0
0.9984472049689441,0
0.9975369458128078,0
1.0,0
0.9986149584487535,0
0.998639455782313,0
1.0,0
1.0,0
0.998211091234347,0
0.9984779299847792,0
0.9975429975429976,0
0.9982142857142857,0
0.998211091234347,0
0.9926470588235294,1
1.0,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9986149584487535,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
0.9975062344139651,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
0.9982142857142857,0
0.9897084048027445,1
0.9975429975429976,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.9985052316890882,0
0.9985228951255539,0
1.0,0
0.9982142857142857,0
1.0,0
0.998211091234347,0
0.9982142857142857,0
0.9982142857142857,0
0.9975429975429976,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9945828819068255,1
0.9975429975429976,0
1.0,0
0.998211091234347,0
0.9982142857142857,0
0.9975429975429976,0
0.9986149584487535,0
0.998211091234347,0
1.0,0
0.998211091234347,0
1.0,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9984779299847792,0
1.0,0
0.9914236706689536,1
1.0,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9230769230769231,1
1.0,0
0.9988674971687429,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9975429975429976,0
0.9982517482517482,0
0.9975429975429976,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.998211091234347,0
1.0,0
1.0,0
0.998211091234347,0
0.9985693848354793,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
1.0,0
0.9984447900466563,0
0.9975429975429976,0
0.9986149584487535,0
0.9990566037735849,0
1.0,0
0.998211091234347,0
0.998211091234347,0
1.0,0
1.0,0
1.0,0
0.9987531172069826,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.998639455782313,0
0.9975062344139651,0
1.0,0
0.998211091234347,0
1.0,0
0.9949238578680203,1
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
0.9975429975429976,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9975429975429976,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
0.9984939759036144,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
1.0,0
0.9982142857142857,0
1.0,0
1.0,0
0.9988674971687429,0
0.9897084048027445,1
1.0,0
1.0,0
1.0,0
0.9987531172069826,0
0.9982142857142857,0
0.9975369458128078,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9982142857142857,0
1.0,0
0.9982142857142857,0
0.9975429975429976,0
