accuracy,label,round
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.994140625,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.994140625,0,1
1.0,0,1
0.998046875,0,1
0.9921875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.994140625,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.9921875,1,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.994140625,0,1
1.0,0,1
0.994140625,0,1
0.99609375,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.994140625,0,1
0.998046875,0,1
1.0,0,1
0.9921875,0,1
0.9921875,0,1
0.998046875,0,1
0.994140625,0,1
0.998046875,1,1
0.9975429975429976,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.9568965517241379,1,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.994140625,0,1
0.998046875,0,1
0.9921875,0,1
0.998046875,0,1
0.994140625,0,1
0.9921875,1,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.9952380952380953,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
1.0,0,1
1.0,1,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
1.0,0,1
0.99609375,0,1
0.9921875,1,1
0.998046875,0,1
0.9921875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.9975429975429976,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.990234375,1,1
1.0,0,1
0.998046875,1,1
1.0,0,1
0.99609375,0,1
0.99609375,0,1
0.99609375,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.994140625,0,1
0.998046875,0,1
0.994140625,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
0.9975429975429976,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.990234375,0,1
0.998046875,0,1
0.990234375,1,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.9921875,0,1
0.994140625,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.9487179487179487,1,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.994140625,0,1
0.99609375,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.9952380952380953,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.875,1,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.994140625,0,1
1.0,0,1
1.0,0,1
0.994140625,0,1
0.99609375,0,1
1.0,0,1
0.9975429975429976,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
1.0,1,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.9921875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.9975429975429976,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.994140625,0,1
0.994140625,0,1
0.99609375,0,1
0.99609375,0,1
0.994140625,0,1
1.0,0,1
0.99609375,0,1
0.9568965517241379,1,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.994140625,0,1
0.998046875,0,1
0.998046875,0,1
0.994140625,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,1,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.994140625,0,1
0.998046875,0,1
0.99609375,0,1
0.99609375,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.994140625,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.875,1,1
0.998046875,0,1
1.0,0,1
0.9921875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.9482758620689655,1,1
1.0,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.99609375,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.9921875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
1.0,0,1
0.9921875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.9975429975429976,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.994140625,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.99609375,0,1
1.0,0,1
1.0,0,1
0.99609375,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.9921875,0,1
0.998046875,0,1
1.0,0,1
0.998046875,0,1
0.998046875,0,1
1.0,0,1
1.0,0,1
0.998046875,0,1
0.9952380952380953,0,1
0.9921875,0,1
1.0,0,1
0.994140625,0,1
0.998046875,0,1
0.9975429975429976,0,1
